# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MOH1	YBL049W	YBL049W	protein_coding	0	1	0	59	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	33
MON1	YGL124C	YGL124C	protein_coding	0	5	6	11	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	5	1
MON2	YNL297C	YNL297C	protein_coding	0	1	2	11	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1	6
MOT1	YPL082C	YPL082C	protein_coding	0	4	2	23	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	4	9
MOT2	YER068W	YER068W	protein_coding	0	0	2	13	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	9
MOT3	YMR070W	YMR070W	protein_coding	0	3	3	18	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	3	11
MPA43	YNL249C	YNL249C	protein_coding	0	1	1	11	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	7
MPC1	YGL080W	YGL080W	protein_coding	0	1	1	41	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	31
MPC2	YHR162W	YHR162W	protein_coding	0	0	1	30	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	8
MPC3	YGR243W	YGR243W	protein_coding	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	13
MPC54	YOR177C	YOR177C	protein_coding	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11
MPD1	YOR288C	YOR288C	protein_coding	0	2	1	48	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	2	14
MPD2	YOL088C	YOL088C	protein_coding	0	3	5	80	0	0	0	0	41	0	0	0	5	0	0	0	0	0	0	0	0	3	39
MPE1	YKL059C	YKL059C	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4
MPH1	YIR002C	YIR002C	protein_coding	1	2	0	9	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	7
MPH2	YDL247W	YDL247W	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MPM1	YJL066C	YJL066C	protein_coding	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8
MPO1	YGL010W	YGL010W	protein_coding	0	1	1	32	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	21
MPP10	YJR002W	YJR002W	protein_coding	0	1	4	31	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	1	22
MPP6	YNR024W	YNR024W	protein_coding	0	0	0	18	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MPS1	YDL028C	YDL028C	protein_coding	0	2	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	7
MPS2	YGL075C	YGL075C	protein_coding	0	2	2	26	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	2	16
MPS3	YJL019W	YJL019W	protein_coding	0	5	2	47	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	5	22
MPT5	YGL178W	YGL178W	protein_coding	0	5	1	61	0	0	0	0	33	0	0	5	1	0	0	0	0	0	0	0	0	5	23
MRC1	YCL061C	YCL061C	protein_coding	0	0	2	15	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	4
MRD1	YPR112C	YPR112C	protein_coding	0	3	7	36	0	0	0	0	21	0	0	0	7	0	0	0	0	0	0	0	0	3	15
MRE11	YMR224C	YMR224C	protein_coding	0	2	5	31	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	2	6
MRF1	YGL143C	YGL143C	protein_coding	0	1	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	3
MRH1	YDR033W	YDR033W	protein_coding	0	0	0	24	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	11
MRH4	YGL064C	YGL064C	protein_coding	0	0	2	23	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	8
MRI1	YPR118W	YPR118W	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3
MRK1	YDL079C	YDL079C	protein_coding	0	1	1	31	0	0	0	0	28	0	0	1	1	0	0	0	0	0	0	0	0	1	2
MRL1	YPR079W	YPR079W	protein_coding	0	2	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	10
MRM1	YOR201C	YOR201C	protein_coding	0	4	3	24	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	4	11
MRM2	YGL136C	YGL136C	protein_coding	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12
MRN1	YPL184C	YPL184C	protein_coding	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17
MRP1	YDR347W	YDR347W	protein_coding	0	0	1	30	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	4
MRP10	YDL045W-A	YDL045W-A	protein_coding	0	1	0	50	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	44
MRP13	YGR084C	YGR084C	protein_coding	0	2	1	19	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	12
MRP17	YKL003C	YKL003C	protein_coding	0	0	0	28	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MRP2	YPR166C	YPR166C	protein_coding	0	0	1	16	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	6
MRP20	YDR405W	YDR405W	protein_coding	0	1	0	45	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	34
MRP21	YBL090W	YBL090W	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MRP4	YHL004W	YHL004W	protein_coding	0	2	0	53	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	2	29
MRP49	YKL167C	YKL167C	protein_coding	0	1	1	62	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	1	32
MRP51	YPL118W	YPL118W	protein_coding	0	0	2	11	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	4
MRP7	YNL005C	YNL005C	protein_coding	0	0	1	12	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	3
MRP8	YKL142W	YKL142W	protein_coding	0	1	0	68	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	28
MRPL1	YDR116C	YDR116C	protein_coding	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MRPL10	YNL284C	YNL284C	protein_coding	0	3	0	33	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	24
MRPL11	YDL202W	YDL202W	protein_coding	0	3	0	82	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	3	38
MRPL13	YKR006C	YKR006C	protein_coding	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MRPL15	YLR312W-A	YLR312W-A	protein_coding	0	6	1	90	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	6	45
MRPL16	YBL038W	YBL038W	protein_coding	0	7	2	58	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	7	34
MRPL17	YNL252C	YNL252C	protein_coding	0	1	0	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	6
MRPL19	YNL185C	YNL185C	protein_coding	0	0	0	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17
MRPL20	YKR085C	YKR085C	protein_coding	0	3	1	49	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	3	19
MRPL22	YNL177C	YNL177C	protein_coding	0	1	4	18	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	1	8
MRPL23	YOR150W	YOR150W	protein_coding	0	0	1	64	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	40
MRPL24	YMR193W	YMR193W	protein_coding	0	0	1	36	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	18
MRPL25	YGR076C	YGR076C	protein_coding	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9
MRPL27	YBR282W	YBR282W	protein_coding	0	2	0	34	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	14
MRPL28	YDR462W	YDR462W	protein_coding	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MRPL3	YMR024W	YMR024W	protein_coding	0	0	2	10	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	4
MRPL31	YKL138C	YKL138C	protein_coding	0	1	0	44	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	1	0	15
MRPL32	YCR003W	YCR003W	protein_coding	1	0	0	10	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	4
MRPL33	YMR286W	YMR286W	protein_coding	0	0	0	37	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MRPL35	YDR322W	YDR322W	protein_coding	0	1	1	42	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	27
MRPL36	YBR122C	YBR122C	protein_coding	1	1	0	68	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	0	1	33
MRPL37	YBR268W	YBR268W	protein_coding	0	0	1	25	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	5
MRPL38	YKL170W	YKL170W	protein_coding	0	1	0	51	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	24
MRPL39	YML009C	YML009C	protein_coding	0	0	0	56	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	33
MRPL4	YLR439W	YLR439W	protein_coding	0	3	1	49	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	3	18
MRPL40	YPL173W	YPL173W	protein_coding	0	0	1	17	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	9
MRPL44	YMR225C	YMR225C	protein_coding	0	0	0	33	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MRPL49	YJL096W	YJL096W	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MRPL50	YNR022C	YNR022C	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MRPL51	YPR100W	YPR100W	protein_coding	0	0	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MRPL6	YHR147C	YHR147C	protein_coding	0	2	1	58	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	2	25
MRPL7	YDR237W	YDR237W	protein_coding	0	2	2	19	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	2	7
MRPL8	YJL063C	YJL063C	protein_coding	0	1	1	16	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	1	7
MRPL9	YGR220C	YGR220C	protein_coding	0	1	0	35	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	23
MRPS12	YNR036C	YNR036C	protein_coding	0	1	0	39	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	22
MRPS16	YPL013C	YPL013C	protein_coding	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12
MRPS17	YMR188C	YMR188C	protein_coding	0	1	0	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	18
MRPS18	YNL306W	YNL306W	protein_coding	0	0	2	11	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MRPS28	YDR337W	YDR337W	protein_coding	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MRPS35	YGR165W	YGR165W	protein_coding	0	1	0	24	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	6
MRPS5	YBR251W	YBR251W	protein_coding	0	1	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	10
MRPS8	YMR158W	YMR158W	protein_coding	0	3	0	59	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3	27
MRPS9	YBR146W	YBR146W	protein_coding	0	6	2	91	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	0	6	45
MRS1	YIR021W	YIR021W	protein_coding	0	5	8	117	0	0	0	0	36	0	0	0	8	0	0	0	0	0	0	0	0	5	81
MRS2	YOR334W	YOR334W	protein_coding	0	3	1	15	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	3	9
MRS3	YJL133W	YJL133W	protein_coding	0	3	0	51	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3	17
MRS4	YKR052C	YKR052C	protein_coding	0	4	1	55	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	4	16
MRS6	YOR370C	YOR370C	protein_coding	0	0	2	31	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	26
MRT4	YKL009W	YKL009W	protein_coding	0	0	0	58	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	22
MSA1	YOR066W	YOR066W	protein_coding	0	9	8	43	0	0	0	0	25	0	0	0	8	0	0	0	0	0	0	0	0	9	18
MSA2	YKR077W	YKR077W	protein_coding	0	0	0	51	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	24
MSB1	YOR188W	YOR188W	protein_coding	0	3	6	53	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	0	3	33
MSB2	YGR014W	YGR014W	protein_coding	1	3	3	36	0	0	0	0	21	0	0	0	3	0	0	0	0	0	1	0	0	3	15
MSB3	YNL293W	YNL293W	protein_coding	0	0	0	18	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MSB4	YOL112W	YOL112W	protein_coding	0	4	2	66	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	4	33
MSC1	YML128C	YML128C	protein_coding	0	0	1	8	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	3
MSC2	YDR205W	YDR205W	protein_coding	0	1	3	16	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	1	6
MSC3	YLR219W	YLR219W	protein_coding	0	2	3	23	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	2	20
MSC6	YOR354C	YOR354C	protein_coding	0	0	2	18	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	7
MSC7	YHR039C	YHR039C	protein_coding	0	8	1	63	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	8	30
MSD1	YPL104W	YPL104W	protein_coding	0	1	2	21	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	1	9
MSE1	YOL033W	YOL033W	protein_coding	0	2	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	4
MSF1	YPR047W	YPR047W	protein_coding	0	0	0	24	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	15
MSG5	YNL053W	YNL053W	protein_coding	0	0	0	28	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	19
MSH1	YHR120W	YHR120W	protein_coding	0	2	2	9	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	2	4
MSH2	YOL090W	YOL090W	protein_coding	0	24	2	99	0	0	0	0	49	0	0	0	2	0	0	0	0	0	0	0	0	24	50
MSH3	YCR092C	YCR092C	protein_coding	0	2	3	9	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	2	5
MSH4	YFL003C	YFL003C	protein_coding	0	4	6	26	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	4	4
MSH5	YDL154W	YDL154W	protein_coding	0	12	15	65	0	0	0	0	35	0	0	0	15	0	0	0	0	0	0	0	0	12	30
MSH6	YDR097C	YDR097C	protein_coding	0	1	1	10	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	3
MSI1	YBR195C	YBR195C	protein_coding	0	3	2	80	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	3	43
MSK1	YNL073W	YNL073W	protein_coding	0	0	2	13	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	6
MSL1	YIR009W	YIR009W	protein_coding	0	1	0	24	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	18
MSL5	YLR116W	YLR116W	protein_coding	0	3	4	22	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	3	5
MSM1	YGR171C	YGR171C	protein_coding	0	0	1	17	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	9
MSN1	YOL116W	YOL116W	protein_coding	0	8	4	65	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	8	30
MSN2	YMR037C	YMR037C	protein_coding	0	0	3	10	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	4
MSN4	YKL062W	YKL062W	protein_coding	0	0	1	10	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	7
MSN5	YDR335W	YDR335W	protein_coding	1	1	2	12	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	1	8
MSO1	YNR049C	YNR049C	protein_coding	0	0	0	27	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16
MSP1	YGR028W	YGR028W	protein_coding	0	3	0	36	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3	2
MSR1	YHR091C	YHR091C	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12
MSS1	YMR023C	YMR023C	protein_coding	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MSS11	YMR164C	YMR164C	protein_coding	0	6	10	55	0	1	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	6	28
MSS116	YDR194C	YDR194C	protein_coding	0	2	1	27	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	2	9
MSS18	YPR134W	YPR134W	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	5
MSS2	YDL107W	YDL107W	protein_coding	0	5	4	56	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	5	31
MSS4	YDR208W	YDR208W	protein_coding	0	6	3	21	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	6	19
MSS51	YLR203C	YLR203C	protein_coding	0	0	0	39	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	28
MST1	YKL194C	YKL194C	protein_coding	0	4	2	62	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	4	34
MST27	YGL051W	YGL051W	protein_coding	0	0	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MST28	YAR033W	YAR033W	protein_coding	0	0	2	98	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	70
MSW1	YDR268W	YDR268W	protein_coding	0	0	1	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	6
MSY1	YPL097W	YPL097W	protein_coding	0	0	2	32	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	0	5
MTC1	YJL123C	YJL123C	protein_coding	0	5	3	42	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	5	19
MTC2	YKL098W	YKL098W	protein_coding	0	3	2	68	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	3	28
MTC3	YGL226W	YGL226W	protein_coding	0	3	3	61	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	3	20
MTC4	YBR255W	YBR255W	protein_coding	0	0	2	10	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	9
MTC5	YDR128W	YDR128W	protein_coding	0	3	4	12	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	3	7
MTC6	YHR151C	YHR151C	protein_coding	0	10	2	46	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	10	23
MTC7	YEL033W	YEL033W	protein_coding	0	0	0	26	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	22
MTD1	YKR080W	YKR080W	protein_coding	0	2	0	63	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2	36
MTF1	YMR228W	YMR228W	protein_coding	0	1	1	19	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	4
MTF2	YDL044C	YDL044C	protein_coding	0	1	0	40	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	6
MTG1	YMR097C	YMR097C	protein_coding	0	1	2	16	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	10
MTG2	YHR168W	YHR168W	protein_coding	0	3	4	44	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	3	31
MTH1	YDR277C	YDR277C	protein_coding	0	0	0	21	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	9
MTL1	YGR023W	YGR023W	protein_coding	0	10	5	37	0	0	0	0	26	0	0	0	5	0	0	0	0	0	0	0	0	10	11
MTM1	YGR257C	YGR257C	protein_coding	0	5	2	57	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	5	30
MTO1	YGL236C	YGL236C	protein_coding	0	14	2	24	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	14	9
MTQ1	YNL063W	YNL063W	protein_coding	0	1	1	36	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	26
MTQ2	YDR140W	YDR140W	protein_coding	0	1	0	34	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	20
MTR10	YOR160W	YOR160W	protein_coding	0	3	5	40	0	0	0	0	22	0	0	0	5	0	0	0	0	0	0	0	0	3	18
MTR2	YKL186C	YKL186C	protein_coding	0	2	0	78	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	2	35
MTR3	YGR158C	YGR158C	protein_coding	0	1	4	70	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	1	34
MTR4	YJL050W	YJL050W	protein_coding	0	11	6	73	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	11	43
MTW1	YAL034W-A	YAL034W-A	protein_coding	0	0	0	19	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MUB1	YMR100W	YMR100W	protein_coding	0	1	1	16	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	11
MUD1	YBR119W	YBR119W	protein_coding	1	4	7	51	0	0	0	0	27	0	0	2	7	0	0	0	0	0	0	1	0	4	22
MUD2	YKL074C	YKL074C	protein_coding	0	0	1	15	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	10
MUK1	YPL070W	YPL070W	protein_coding	0	2	1	33	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	2	7
MUM2	YBR057C	YBR057C	protein_coding	1	2	1	22	0	0	0	0	15	0	0	0	1	0	0	0	0	0	1	0	0	2	7
MUM3	YOR298W	YOR298W	protein_coding	1	2	2	16	0	0	0	0	7	1	0	0	2	0	0	0	0	0	0	0	0	2	9
MUP1	YGR055W	YGR055W	protein_coding	0	0	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MUP3	YHL036W	YHL036W	protein_coding	0	2	0	28	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	11
MUS81	YDR386W	YDR386W	protein_coding	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MVB12	YGR206W	YGR206W	protein_coding	0	4	1	60	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	4	32
MVD1	YNR043W	YNR043W	protein_coding	0	1	2	50	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	1	18
MVP1	YMR004W	YMR004W	protein_coding	0	5	5	55	0	0	0	0	34	0	0	0	5	0	0	0	0	0	0	0	0	5	21
MXR1	YER042W	YER042W	protein_coding	0	1	0	34	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	17
MXR2	YCL033C	YCL033C	protein_coding	0	0	0	19	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8
MYO1	YHR023W	YHR023W	protein_coding	0	33	19	75	0	0	0	0	27	0	0	0	19	0	0	0	0	0	0	0	0	33	48
MYO2	YOR326W	YOR326W	protein_coding	0	4	3	15	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	4	10
MYO3	YKL129C	YKL129C	protein_coding	0	7	3	54	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	7	27
MYO4	YAL029C	YAL029C	protein_coding	0	13	11	13	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	13	5
MYO5	YMR109W	YMR109W	protein_coding	0	12	2	71	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	12	28
MZM1	YDR493W	YDR493W	protein_coding	0	0	1	11	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	5
NAB2	YGL122C	YGL122C	protein_coding	0	0	0	22	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	7
NAB3	YPL190C	YPL190C	protein_coding	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9
NAB6	YML117W	YML117W	protein_coding	0	4	9	49	0	0	0	0	26	0	0	0	9	0	0	0	1	0	0	0	1	3	23
NAF1	YNL124W	YNL124W	protein_coding	0	13	4	60	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	13	36
NAG1	YGR031C-A	YGR031C-A	protein_coding	0	0	0	50	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	13
NAM2	YLR382C	YLR382C	protein_coding	0	9	3	77	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	9	46
NAM7	YMR080C	YMR080C	protein_coding	0	0	2	13	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	11
NAM8	YHR086W	YHR086W	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NAM9	YNL137C	YNL137C	protein_coding	0	0	1	35	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	19
NAN1	YPL126W	YPL126W	protein_coding	0	0	1	7	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4
NAP1	YKR048C	YKR048C	protein_coding	0	4	1	55	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	4	32
